Content,Emotion_predicted
RT signed the bipartisan Families First Coronavirus Response Act last night to support Americans affected by COVID,worry
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
COVID 19 Facebook unveils 100m for new journalism project coronavirus CoronavirusUSA,happiness
RT Not a joke folks we just launched our new podcast It s called Here s the Deal For our first episode I sat down with Ro,fun
RT Please retweet amp share on all channels FREE ACCESS WeVideo 4 Schools full version for schools amp districts now,neutral
At 20k new cases the US identified more COVID 19 cases today than most countries in the world have identified eve,fun
Support the Physicians Fighting COVID 19 Sign the Petition via,happiness
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
RT Ok I found this and tbh I feel better thinking something s better than nothing,relief
RT My sister has Covid 19 She s 7 months pregnant Will you pray for her,worry
RT SEEK COMFORT The USNS Comfort a 1 000 bed Navy hospital ship passed the Statue of Liberty on its way into New York Cit,relief
eikc 40 000 die every year already for lack of medical care and that number is rising wit,sadness
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT Breaking Five 5 Covid 19 patients have been discharged in Lagos Nigeria Retweet to give someone hope Coronaviru,happiness
RT SHAKE THE DISEASE A song by Depeche Mode Apologies to the band for the sloppy self distancing version selfisolation s,fun
RT Trump is wearing his Golf MAGA hat so you know he s taking CoronavirusPandemic Covid 19 coronavirus tremendously seriously,happiness
RT My sister has Covid 19 She s 7 months pregnant Will you pray for her,worry
Hackers are taking advantage of Covid 19 to launch attacks,fun
RT If you think you have Covid 19 DO NOT TAKE IBUPROFEN there is a correlation between the pill the disease and those who are,happiness
RT The US Food and Drug Administration has issued an emergency use authorization for chloroquine and hydroxychloroquine to treat coro,neutral
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
Sebi eases norms for rating agencies amid disruptions caused by Covid 19,happiness
Don t let the fear spread faster than the virus Lizzo Spread the facts with authorative information on COVID 1,worry
Of Dawn COVID 19 has four to five indicators Coughing fever body aches shortness of breath due to coughin,happiness
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
You ve got to be some special kind of stupid if you actually think Trump said COVID 19 was is a hoax or you watc,fun
RT I have recovered from Covid 19 We are humbled by the outpouring of love for me and John and our precious family He is sta,neutral
RT NEW Some Covid 19 patients treated at French hospitals with the malaria drugs chloroquine or hydroxychloroquine experien,fun
RT My daughter s first grade teacher has died from COVID 19,worry
RT Doctors are risking their own health and sacrificing time with loved ones to keep us safe The least we can do for the,fun
RT CNN Dr James T Goodrich the neurosurgeon who allowed CNN inside a remarkable operation to separate twins Jadon and Ania,neutral
RT If you think you have Covid 19 DO NOT TAKE IBUPROFEN there is a correlation between the pill the disease and those who are,happiness
RT Life finds ways of throwing LEMON at me I ve struggled w coming forward but I want to inspire hope I returned to N,worry
RT Support Maria by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
RT Can you imagine Joe Biden organizing this Covid 19 response in the excellent manner our President has or,fun
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT King s College Hospital Trust has recorded 31 deaths from Covid 19 However national figures show just 11 deaths at it,fun
RT Communities of color disproportionately lack access to adequate amp affordable healthcare as is Today I m urging t,sadness
The COVID 19 briefings are like the new celebrity Apprentice Today s episode featured the My Pillow guy Tomorro,fun
New Zealand Government extends state of national emergency for seven days to reduce spread of COVID 19,happiness
RT My daughter s first grade teacher has died from COVID 19,worry
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT A prominent New York neurosurgeon who developed a procedure for separating twins conjoined at the skull dies from complication,fun
RT When Obama was president satisfaction with the direction of the country stood at just 24 Now in the middle of the COV,worry
RT BREAKING Proof that fear triggers a positive Covid 19 test This thing is a scarlet letter The quarantine is permanent unti,happiness
RT The first known federal prisoner to die of COVID 19 was a nonviolent drug offender serving an absurdly enhanced sentenc,worry
RT COVID 19 Monday Update 3 30 20 Here s the latest crisis update from Dr Craig Smith and l,happiness
RT Patrick Jones 49 was serving a 27 year sentence for a nonviolent drug crime If the injustices in US prisons weren t ob,neutral
RT My sister has Covid 19 She s 7 months pregnant Will you pray for her,worry
RT My sister has Covid 19 She s 7 months pregnant Will you pray for her,worry
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
Pasadena Public Health Department has developed guidelines for restaurants grocery stores and other facilities t,neutral
We have very little evidence to show these drugs do anything of value fo,relief
We re all in this together Covid 19 COVID19 AntiAsianRacism FactsNotFear,happiness
RT Mayor Ron Nirenberg County Judge Nelson Wolff are providing the latest updates on COVID 19 across Bexar County,neutral
Resistance Long live Iran Death to covid 19 Labbaik ya Hussain from India,worry
The COVID 19 pandemic has forced schools around the nation and in Nevada to shift to distance learning This i,worry
COVID 19 is a man made virus All facts show that we are in a state of Biological warfare And citizens are the onl,happiness
RT Attn doctors nurses amp others involved in public health Pls sign this PETITION from to protect healthcare,fun
RT Ok here s my stand on this issue I believe that in order to be counted as a COVID 19 mortality clear symptoms of COV,sadness
RT Twitter is now removing tweets from world leaders that challenge the coronavirus shutdown Bolsonaro becomes the first,fun
How delusional and irresponsible are we as society that many of us thought think that only older people are suscep,fun
RT Desperate time of crisis Socialist or Communist Sanders is pulling something right out of Marx Communists Manifesto Workers,worry
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT Here in Brazil the state governor of S o Paulo made a decree that orders the doctors that in doubt,sadness
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT QuarantineLife coronavirus CoronavirusFrance Italy Covid 19 ConfinementJour5 quarantaine Follow my Instagram ht,happiness
RT It did not take Donald Trump long to use the COVID 19 crisis he created as a means to self promote and campaign at his must,worry
RT PELOSI SAYS INVESTIGATE TRUMP S COVID 19 RESPONSE TRUMP Donated Salary to COVID 19 Research PELOSI Gives herself a,neutral
RT Ok here s my stand on this issue I believe that in order to be counted as a COVID 19 mortality clear symptoms of COV,sadness
RT Patient 5 has recovered from covid 19 and has been released from hospital,worry
RT As COVID 19 spreads patients face additional risks and challenges associated with accessing medical care and pain medica,happiness
RT Join Wednesday April 1 at 12 30 EDT for a FREE Spring Crop Outlook Webinar They ll be reviewing the Mar,worry
RT If Public Health called tomorrow and told you that you tested positive for COVID 19 amp asked you to list all of the peop,fun
RT I am recovering from COVID19 I will try to donate my plasma to help other patients If you are recovering from COVID19 a,worry
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT LIVE on NEWSTALK 1010 Prime Minister Justin Trudeau says businesses that have lost at least 30 of their revenue because,sadness
RT I have an emergency prayer request Jim is in an induced coma in NYC because of COVID 19 Heavenly Father We lift up Jim t,happiness
RT Heartbreaking They have no plans for us older guys They don t care anything about your health We older guys just ha,fun
RT Ok I found this and tbh I feel better thinking something s better than nothing,relief
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
Guidelines for Indonesian Students in the U S from PERMIAS Nasional COVID 19 Task Force in cooperation with Indone,fun
Bloody COVID 19,happiness
RT Here are the latest COVID 19 case data for Alberta Five more people have died 29 new cases confirmed today vs 40 yest,neutral
RT New York City morgues have a capacity of about 900 As of this afternoon COVID19 deaths alone already exceed that number fo,sadness
wood The American mortality rate of H1N1 was 0 02 percent Even the most conservative estimates of mortali,sadness
RT Sports i want the Gov Whitmer to address the fact that the WMU student who passed had all of the symptoms of COVID 19 a amp aske,fun
RT NEW White House provides an update on COVID 19 response President Trump Over 1 million Americans have now been te,neutral
RT SUPPORT The Relay Support Campaign is a campaign to encourage local amp global medical staff amp citizens who are fighting Covid,fun
RT Patrick Jones is the first person in federal prison to die from COVID 19 Jones was convicted in 2017 of possession with,sadness
RT Chiefs QB Patrick Mahomes on the team s White House visit possibly being affected by the COVID 19 pandemic I really,happiness
RT JUST PUBLISHED Clinical and immunologic features in severe and moderate Coronavirus Disease 2019,sadness
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
My very 1st skateboard growing up my brother had one i I could use but i finally got my own covid 19 i,relief
RT See COVID 19 updated in Naugatuck here,happiness
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT With corpses on sidewalks and hospitals and morgues overwhelmed with COVID 19 Ecuador just paid 325 million to internation,fun
From me to we The white coat lining of the COVID 19 pandemic,fun
RT INFOSYS LTD Infosys Foundation Commits INR 100 Crore Towards COVID 19 Relief Efforts Aw,happiness
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT As someone who recently spent almost a week hooked up to a ventilator and probably wouldn t be alive today without one I c,neutral
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
RT Pentagon mourns stinging loss after first US servicemember dies of COVID 19,happiness
RT I have recovered from Covid 19 We are humbled by the outpouring of love for me and John and our precious family He is sta,neutral
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
What the hell is happening here why are these things still being allowe,neutral
RT Now both Drs Birx amp Fauci are predicting BEST case scenario of 100k 200k deaths in US from COVID 19 With current US deat,fun
RT Patrick Jones is the first person in federal prison to die from COVID 19 Jones was convicted in 2017 of possession with,sadness
RT 1 4 There are a lot of people that work behind the scenes to ensure that pork gets delivered to the grocery stores D,worry
RT 1 Today due to an increasing number of coronavirus COVID 19 cases in DC and across the region and the nation I ve iss,sadness
Police in Spain have been filmed scuffling and hitting then finally arresting a man and his mother for defying the,relief
RT World Health Organization officials say they still recommend people not wear face masks unless they are sick with Covid 19 or car,worry
RT What COVID 19 did for China Takes attention off their slowing economy as everyone is screwed Hong Kong protests over T,worry
RT I have COVID 19 I lost my smell and taste for weeks among other symptoms Luckily I am over the hump and on the mend I m,neutral
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT I spent last night talking to a woman desperately trying to get help as her family deals with what she believes is COVI,worry
RT I m a cop and it s my job to run into danger prepared and without fear But this whole COVID 19 pandemic I am not prepared an,worry
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
Our spoke with Chief Gordon Ramsey about trends during the stay at home order He also,worry
Shuttered Museums Use Social Media to Share Bouquets of Floral Artwork Hundreds of museums are participating in a,neutral
RT Support Quinn by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
RT Important article considering the coronavirus and black health disparities On Being Black Southern and Rural In the,fun
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
RT My daughter s first grade teacher has died from COVID 19,worry
Covid 19 He said that when she came in she was able to communicate via nodding and head shake only and that she,happiness
Check out my latest Arizona COVID 19 reporting with updates from today s news conference,worry
RT Thank you to all the doctors as well as the other medical professionals and first responders who are working arou,relief
RT US COVID 19 is a world historical event David North in his report said The pandemic is a trigger event In this sense it is c,sadness
RT Communities of color disproportionately lack access to adequate amp affordable healthcare as is Today I m urging t,sadness
I can t believe the BS that comes out of his mouth I m 70 and healthy for now I hope I don t get C,worry
RT Read this story about a devastating outbreak of COVID19 at an Ontario long term care facility Nine dead more than half t,worry
RT Efficacy of hydroxychloroquine in patients with COVID 19 results of a randomized clinical trial medRxiv i,happiness
RT People in Kenya are not happy about the new curfew due to the CCPVirus Kenyans were protesting the curfew 2 hours bef,worry
This cause is close to my heart please sign,worry
RT At a COVID19 briefing yesterday Trump blamed hospitals amp health care works for the dire shortage of masks amp other protec,fun
RT Life finds ways of throwing LEMON at me I ve struggled w coming forward but I want to inspire hope I returned to N,worry
RT Puente hills mall before and after COVID 19,happiness
RT Jesus We are praying for you Translation If you don t get COVID 19 we ll claim God shielded If you do get it but rec,relief
RT AndeKarim Its easy to say that COVID 19 is spreading because people wont stay home I think it has more to do with the fact that,happiness
RT of Europe France Woman claiming to have the COVID 19 virus sentenced to 7 months for spitting on police and calling them dirty wh,happiness
RT Chiefs QB Patrick Mahomes on the team s White House visit possibly being affected by the COVID 19 pandemic I really,happiness
Of particular concern for Newfoundland and Labrador is a cluster of cases linked to two services held March 15 17,neutral
RT Judge Reggie Walton acknowledging receipt of the unredacted Mueller report says his review is on hold for covid 19,happiness
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
Is more people going to die because of the shut down than the CoVid 19,sadness
RT Before I begin live tweeting this 2013 Final 4 game I wanted to say that my heart goes out to all those impacted by Covid,worry
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
I m curious if this woman was tested But the article says she is suspected o,neutral
COVID 19 via WHAT HAPPENS IF YOU GET CORONAVIRUS,happiness
RT COVID 19 Maharashtra announces 8 cut in electricity tariff for 5 years,happiness
RT Go to the NavyLive blog and get all the latest updates from Los Angeles and New York City as USNSMercy and USNSComfort provid,sadness
RT COVID 19 is so much bigger than any one individual Please everyone StayHome and do your part to keep all our familie,worry
Support Amanda by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
RT With corpses on sidewalks and hospitals and morgues overwhelmed with COVID 19 Ecuador just paid 325 million to internation,fun
RT If you have an 80 year old patient with terminal cancer heart disease and diabetes hanging onto life by a thread who die,worry
RT Amazon just fired one of the leaders of today s AmazonStrike on Staten Island SHAME on a heartless firing of a wo,sadness
RT WATCH Maymay urges everyone to keep the faith amid COVID 19 crisis in tearful reunion with Big Brother ABS CBN Enterta,fun
RT Power is fed by fear How can we ever test an alternative solution to SARS COV 2 against an authoritarian clampdown,worry
RT UP Govt takes over Hyatt Marriott other Lucknow 5 star hotels to lodge medical staff fighting Covid 19 No CM I repeat,happiness
RT VICTORY Just hours after filing our legal challenge a federal court has ruled to block Ohio s attempts at preventing access t,neutral
RT Covid 19 M sia records highest recovery in a day 91 patients discharged on March 30,happiness
RT Happy day gets negative COVID 19 test result and is sworn in to city council A new era dawns,relief
RT mann The only person who can make the cure for Covid 19,fun
RT With COVID 19 putting a halt on not only NBA games but annual high school events such as McDonald s All American and mor,worry
RT World population 7 74 billion COVID 19 mortality rate 4 8 US population 331 million If every person in the world were,fun
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT Kenneth Copeland COVID 19 is done And the United States is healed and well again Jesus Christ Beware of fals,sadness
RT My sister has Covid 19 She s 7 months pregnant Will you pray for her,worry
hi I can t find the answer to this Can you help Is 3M Avagard D hand antiseptic with moisturizer,worry
RT Covid 19 might be big but I just want to remind y all that our God is BIGGER,happiness
RT Chiefs QB Patrick Mahomes on the team s White House visit possibly being affected by the COVID 19 pandemic I really,happiness
RT Gun Club COVID 19 falling dollar spur sales at local gun store There s a lot of distrust of the government and a lot of peopl,fun
RT Press Conference The Office of the Prime Minister and the Ministry of Health and Wellness will provide an update on C,worry
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
RT With federal funding secured the pharmaceutical giant announced it has a COVID 19 vaccine candidate to test in humans,happiness
RT Our industry provides 1000s of products including items essential to fighting COVID 19 disinfectant wipes the coating that,happiness
RT It did not take Donald Trump long to use the COVID 19 crisis he created as a means to self promote and campaign at his must,worry
RT If you have 34 minutes while doing other computer work listen to this video It elegantly explains exactly what happens,neutral
As of 11 59pm last night Victoria entered into Stage 3 Restrictions in order to stop the spread of Coronavirus,worry
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT Vint Cerf the co creator of the TCP IP protocol and essentially one of the inventors of the Internet and possibly the nice,fun
RT Thank you for keeping CT residents updated on COVID 19 in the state Anyone can sign up for these upda,relief
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
RT coronavirus News Alert Dr Vladimir Zelenko a board certified family practitioner in NY has now treated 699 Covid 19,neutral
RT How am I supposed to go into coronavirus self isolation when I m homeless The PM told ppl to stay home I haven t got anywh,worry
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
We re working hard to provide you the best storage in the business Safety is our standard Rest assured that Ameri,relief
United States Government just passed a 2 trillion stimulus package in a attempt to blunt economic destruction fro,sadness
RT NEW Frequently asked questions regarding school and the coronavirus COVID 19 More Information,fun
RT Fact check Did the Gates Foundation fund and does the Pirbright Institute own a patent on the coronavirus patent You,fun
RT From the horses mouth WHO Covid 19 is LESS infectious than influenza Ever get the feeling we are being lied to That th,worry
Tweet from CEO Erick Hayden CEO Erick Hayden Tweeted Andrew Cuomo looked disgu,fun
RT If you think you have Covid 19 DO NOT TAKE IBUPROFEN there is a correlation between the pill the disease and those who are,happiness
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT The unredacted version of Mueller s report delivered to the judicial branch today per Judge Walton s order will sit unre,worry
RT Police and local officials in Italy stood at attention outside a hospital in Verona to show appreciate for medical workers battlin,fun
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
RT Waterloo Region delivers for health workers Donations of personal protective equipment arrive for battle against COVID 19,happiness
RT policy Iran coronavirus news the situation in Iran s hospitals is critical A nurse what I m witnessing is far worse than what,worry
RT Sorry you are losing your trophy for hiding 30 000 ventilators Gavin Newsom beatchya with this Coro,worry
RT It s ridiculous The numbers don t add up I own a salon in Virginia Beach Had to close on Tuesday Who kn,worry
New Yorkers take to their stoops in times of crisis,fun
We understand the highly fluid situation caused by the COVID 19 outbreak and the impact it has on,worry
RT There s been a historic failure to adequately respond to crises in Indian Country and we cannot let our response to,worry
RT If you think you have Covid 19 DO NOT TAKE IBUPROFEN there is a correlation between the pill the disease and those who are,happiness
RT DI Council grants waiver to allow additional eligibility for spring sport athletes whose seasons were impacted by COVID 19 https,happiness
If you are able consider throwing a few dollars towards this project They re trying to fill the ventilator gap f,worry
RT A 24 yr old frat bro of mine just passed from COVID 19 Guys this bitch ain t discriminating Do your best to protect you,fun
RT Thank you Shipments of drug hydroxychloroquine from Israel to help COVID 19 on way to Florida,relief
New Article WhatsApp cuts video status time limit in India to ease strain on internet during COVID 19 lockdown,happiness
RT There is an enormous amount of pressure facing our local communities b c of COVID19 Our latest blog focuses on the challen,neutral
When will LA return to normal life Eric Garcetti gives us an update on the city s fight against COVID 1,worry
Trump said he didn t know Lindell was going to do that Trump said he didn t see COVID 19 on the ho,worry
RT I don t know who needs to hear this but this April Fools day do NOT make jokes about having COVID 19 or make up fakes ne,worry
COVID 19 Update from the OLA March30 20 Keep your sticks in your hands keep practicing while being physically dista,fun
RT BROOKSIDE Dairy to buy milk at Sh36 up from Sh35 per litre to cushion farmers from effects of Covid 19 pandemic https,worry
RT In the United States people are supposed to survive on their own Those who cannot are often left to sink Race Related,neutral
RT Channel 4 Dispatches Re Covid 19 NHS NHS doctor You only need heroes if you haven t prepared properly Boom,happiness
RT Heartbreaking that a 17 year old died of COVID 19 after being denied urgent care treatment for not having of insurance 10,happiness
RT If a bailiff calls never answer the door That general advice is now more important than ever as they are still workin,worry
RT We now have multiple independent trials showing the effectiveness of hydroxychloroquine and azithromycin in treating Covi,relief
RT revealing Abbott Labs new 5 minute COVID 19 test,happiness
RT DI Council grants waiver to allow additional eligibility for spring sport athletes whose seasons were impacted by COVID 19 https,happiness
Support Diane by signing Why You Must Act Now and I ll deliver a copy to your officials too,worry
RT revealing Abbott Labs new 5 minute COVID 19 test,happiness
RT Please refer your neighbors family without internet access to our SoIndy phone text service for community updates and lo,worry
RT Life finds ways of throwing LEMON at me I ve struggled w coming forward but I want to inspire hope I returned to N,worry
RT Detroit expects to be one of the first in the nation to get rapid testing kits for the coronavirus to get quicker results,worry
RT If Public Health called tomorrow and told you that you tested positive for COVID 19 amp asked you to list all of the peop,fun
RT I ve got a few Power Plays paid subscriptions to give out thanks to a kind donor DM me your email if you want one This is,neutral
contacts testing of symptomatic PUIs or screening of a subset of asymptomatic health care personnel contacts The,fun
RT LATEST There are 775 306 cases of the coronavirus around the world and 37 904 deaths on Monday according to Johns Hopkin,worry
RT Flu and COVID 19 can present very similar symptoms such as cough fever and body aches So how can you spot the diffe,worry
RT Fauci amp Birx are on record today saying COVID 19 in NYC is a sign of things to come for entirety of USA Let s keep tr,fun
RT Jack Roberts with Heavy Duty Trucking magazine as the COVID 19 crisis deepens it is beginning to look like the U,fun
RT DI Council grants waiver to allow additional eligibility for spring sport athletes whose seasons were impacted by COVID 19 https,happiness
Our new Covid 19 reality shattering the illusion of control that we never had anyway,sadness
RT USA 2020 Hospital staff pray to God We have no one other than you right now Hear our cries and touch the world We,relief
RT Spread the word Journal ready to share lessons learned about adapting education practice to COVID 19 related disrup,happiness
RT New York City morgues have a capacity of about 900 As of this afternoon COVID19 deaths alone already exceed that number fo,sadness
Now Playing on 234Radio Backstreet Boys Get Another BoyFriend Together we can defeat coronavirus disease CO,sadness
RT 1 2 Jamaican born England international football star Raheem Sterling encourages Jamaicans back home to play thei,fun
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT Helping India in Stopping Outspread of COVID 19 FeverDetectionCameraThermal Camera Made in India FeverDetectionCamer,neutral
RT I have recovered from Covid 19 We are humbled by the outpouring of love for me and John and our precious family He is sta,neutral
RT Doctors who worked through the HIV AIDS crisis and 9 11 say the surge of COVID19 patients and deaths is worse than anything t,neutral
RT PELOSI SAYS INVESTIGATE TRUMP S COVID 19 RESPONSE TRUMP Donated Salary to COVID 19 Research PELOSI Gives herself a,neutral
RT I spent last night talking to a woman desperately trying to get help as her family deals with what she believes is COVI,worry
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT More Americans have now died with Covid 19 than died on 9 11 By the end of this week if trend lines hold more will ha,fun
RT People who are putting all the blame on Muslims for spreading of COVID 19 because of the Jama at organised at Nizamuddin betw,neutral
RT Update on patients treated w HCQ AZ at the M diterran e Infection Hospital in France COVID 19 patients NOT treated,worry
RT Mayor Ron Nirenberg County Judge Nelson Wolff are providing the latest updates on COVID 19 across Bexar County,neutral
RT Stay Informed Stay Safe Save lives Visit to learn more about precautions you should be takin,neutral
RT French government reverses earlier ban on hydroxychloroquine for treating COVID19 patients in light of successful clinica,neutral
RT Staying at home is the best way you can keep everyone safe from COVID 19 And if you don t like solitaire you can alw,fun
RT Christians Jews and Muslims join in prayer amid the global Coronavirus pandemic Where In Jerusalem of course the holy c,neutral
RT Professional Ventilator Design Open Sourced Today by Medtronic Medical device company Medtronic released designs for one of,neutral
RT In his last full show fifteen days ago Limbaugh likened COVID 19 to the common cold He just now said it was pneumo,happiness
Fox lies and you can only catch the virus if someone tested positive and he touches you Because the,worry
RT DI Council grants waiver to allow additional eligibility for spring sport athletes whose seasons were impacted by COVID 19 https,happiness
RT Report MEA officials pledge to donate Rs 1 crore to PM s COVID 19 fund CoronaHarega,worry
RT As a college student I have been laid off my part time job denied unemployment left out of the COVID 19 relief pac,relief
RT The authors hypothesize that angiotensin converting enzyme 2 ACE2 may be beneficial rather than harmful during lung injury and,worry
RT Last week Ron Klain former White House Ebola Response Coordinator sat down with to discuss the COVID 19 outbreak,neutral
RT leon 04 My mom tested positive for COVID 19 yesterday Tonight we had to rush her to the emergency room because she couldn t breath,worry
RT Former DB left the NFL in 2013 to attend medical school Now Rolle is a neurosurgery resident who is seeing the imp,sadness
RT We are thrilled amp honored to receive a 25 000 donation from Hampton native LA Chargers Quarterback and the T,fun
RT Fauci amp Birx are on record today saying COVID 19 in NYC is a sign of things to come for entirety of USA Let s keep tr,fun
We need all hands on deck now Your donation will help us pay for trainings digital ads and everything else we ne,relief
COVID 19 symptoms range from mild to severe It takes 2 14 days after exposure for symptoms to develop Symptoms m,relief
RT I have recovered from Covid 19 We are humbled by the outpouring of love for me and John and our precious family He is sta,neutral
RT Some silver lining from the Makati Medical Center which reported that it has discharged 29 COVID 19 patients who have,fun
RT JPMorgan s alternative investments division is seeking to raise as much as 10 billion in the next couple of months which,fun
RT NEW A second SF Muni operator tests positive for COVID 19,neutral
RT The handling of the COVID 19 pandemic in the United States will go down as the worst public health disaster in the hist,neutral
RT Coronavirus cover up The New World Orderglobalist cabal will not allow anything to impede the military deployment of 5G,neutral
RT revealing Abbott Labs new 5 minute COVID 19 test,happiness
RT We were quicker to get the screening done and I think we have had more success in getting people to self isolate Trudea,relief
Very interesting article The World will never be the same again after covid 19,worry
RT We use this device to help people who can no longer breathe due to COVID 19 For more info please break the law lockdo,worry
How Will COVID19 Impact Cancer Research,neutral
RT The ACSM member leadership and the Annual Meeting and World Congresses Program Committee have announced the cancellation of t,fun
RT Can you imagine Joe Biden organizing this Covid 19 response in the excellent manner our President has or,fun
How does a coronavirus home test kit work and how do I get one,neutral
RT PELOSI SAYS INVESTIGATE TRUMP S COVID 19 RESPONSE TRUMP Donated Salary to COVID 19 Research PELOSI Gives herself a,neutral
RT This is unconscionable Americans are already afraid of the impact the deadly COVID 19 pandemic is having on their lives th,sadness
RT Chinese medics have just arrived in London to help us fight Covid 19 The media won t tell you for some reason https,happiness
Join us for the next AAGL webinar Gynecologic Surgery During COVID 19 Keeping Patients and Surgeons Safe Thurs,fun
RT Be A Light featuring some of the brightest lights I know out now Proce,fun
RT Helping in the fight against Covid 19 Prof Patrick Kwan and his research team from our department,worry
RT How did the Trump COVID 19 catastrophe happen Why does the US have the worst outbreak in the world 15 going to zero I,worry
RT Ooppps my sale just ended on my onlyfans page but don t worry you can still subscribe for only 8 a month to see m,worry
RT Because we are on lockdown at the moment I m gonna surprise some people during the Covid 19 outbreak I m giving five p,fun
RT My wonderful brother in law Don is about an hour north of me intubating very sick COVID 19 patients in Metro Detroit Tak,worry
RT This is my wonderful Dad He retired as a consultant surgeon last year but will be working in the fight against Covid,worry
RT Covid 19 is likely to drive the U S racial prosperity gap wider writes,neutral
RT Hobbs7 Brides are cancelling their big day People are dying alone Funerals of no more than 10 people Healthcare workers stayi,happiness
RT PELOSI SAYS INVESTIGATE TRUMP S COVID 19 RESPONSE TRUMP Donated Salary to COVID 19 Research PELOSI Gives herself a,neutral
RT Good news City of Miami Mayor Suarez will come out of quarantine after testing negative for COVID 19,relief
RT Press Conference The Office of the Prime Minister and the Ministry of Health and Wellness will provide an update on C,worry
RT My Mom s a nurse and just tested positive for COVID 19 The caregiver is now the patient Stay home for all the brave,relief
RT YES YES YES YOU TELL EM POTUS Here s Trump telling CNN Chief White House Correspondent Jim Acosta wh,neutral
That s what COVID 19 is all about Your presidential ratings,neutral
RT Communism Kills UK Believes China Might Have 40 Times More COVID 19 Cases Than They Admit Prime Minister Boris Johnson is,neutral
RT President has just signed the Quarantine Act giving legal backing for the measures is putting in,worry
RT The fact that our economy s growth in the last quarter was the worst in four years before the rail blockades drop in,worry
School Closings Due to COVID 19 Present Potential for Increased Risk of Child Exploitation,fun
RT CNN Dr James T Goodrich the neurosurgeon who allowed CNN inside a remarkable operation to separate twins Jadon and Ania,neutral
RT A New Jersey National Guardsman has died from COVID 19 He is believed to be the first serving military member to succumb to t,worry
